Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
Ginger Pigeon,,,"pink pigeon rum, luxardo aperitivo, simple syrup, lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup, then add Aperitivo and rum, shake well, over ice and top up with Ginger beer.",0,1,0,1,0,1,0,"pink pigeon rum, luxardo aperitivo, simple syrup, lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root,citrus,fruity,sweet",",citrus,fruity,sweet"
Glimpse of Seduction,,,"luxardo maraschino liqueur, grapefruit flavored vodka, fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet",Pour the first four ingredients in a blender and blend until smooth. Serve into a champagne saucer. Top with Pomegranate Liqueur float.,0,1,0,1,0,0,0,"luxardo maraschino liqueur, grapefruit flavored vodka, fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet,citrus,fruity",",citrus,fruity"
Goat Town Swizzle,Collins,,"old potrero straight rye whiskey, luxardo apricot liqueur, luxardo fernet, lemon juice, homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters","In a collins glass, add ingredients beginning with orgeat and ending with rye. Fill glass half full with minted crushed ice. Begin ""swizzling"" cocktail with stick until cocktail is blended and ice forms on outside of glass. Top with more minted crushed ice and garnish with lemon and mint.",0,1,0,1,0,0,1,"old potrero straight rye whiskey, luxardo apricot liqueur, luxardo fernet, lemon juice, homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Gold Rush,Coupe,,"3  basil leaves, karlsson's gold vodka, pineapple juice, simple syrup, sweet vermouth, lime juice , egg white, 1 dash angostura bitters","Put basil leaves in mixing glass. Gently muddle the leaves. Add all ingredients except the bitters or ice. Dry shake the cocktail vigorously. Add the ice and shake again vigorously. Double strain into a coupe. Add a few drops of angostura on top, add cracked pepper, slap one single basil leaf on top for garnish.",0,1,0,1,0,1,1,"3  basil leaves, karlsson's gold vodka, pineapple juice, simple syrup, sweet vermouth, lime juice , egg white, 1 dash angostura bitters,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Gold Spritz,,,"cocchi americano, karlsson's gold vodka, club soda",Combine all ingredients in a glass filled with ice and garnish with an orange twist.,0,0,0,0,0,0,0,"cocchi americano, karlsson's gold vodka, club soda",
Gran Classico Negroni,,,"tempus fugit gran classico bitter, no.3 london dry gin, tempus fugit alessio vermouth di torino rosso",Strain into an ice filled glass and garnish with an orange twist.,0,0,0,0,0,0,1,"tempus fugit gran classico bitter, no.3 london dry gin, tempus fugit alessio vermouth di torino rosso,bitter",",bitter"
Green and Gold,Martini,,"bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned), 1 tbsp whole peppercorns","Step one: Infuse the vodka
- Transfer ingredients including of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.",0,1,1,0,0,0,0,"bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned), 1 tbsp whole peppercorns,citrus,herbaceous",",citrus,herbaceous"
Grey Anchor,,,"hophead vodka, lime juice, st. germaine elderflower liqueur, luxardo maraschino liqueur, 5 drops bittercube door county hop bitters","Shake, strain, up, garnish.",0,1,0,0,0,0,1,"hophead vodka, lime juice, st. germaine elderflower liqueur, luxardo maraschino liqueur, 5 drops bittercube door county hop bitters,citrus,bitter",",citrus,bitter"
Grown-Up Shirley Temple,Highball Glass,,"luxardo cherry syrup (from jar of cherries), fresh lemon juice (optional), soda water","Fill a highball glass with ice, and build the syrup, lemon juice, and soda water. Stir, and garnish with a Luxardo Maraschino Cherry.",0,1,0,1,0,0,0,"luxardo cherry syrup (from jar of cherries), fresh lemon juice (optional), soda water,citrus,fruity",",citrus,fruity"
Hanky Panky (Classic),,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",Shake ingredients with ice then strain into a chilled cocktail glass.,0,0,0,0,0,0,0,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",
Hanny's Hot Apple Toddy,Glass Mug,,"luxardo amaretto di saschira, apple cider,  oz heavy cream,  oz cinnamon","Fill a 10-oz mug with boiling water. When the mug is hot, pour out the water and add the amaretto and cider. Top with a layer of cream. Grate fresh cinnamon on top as a garnish.",0,0,0,1,0,0,0,"luxardo amaretto di saschira, apple cider,  oz heavy cream,  oz cinnamon,fruity",",fruity"
Harms' Way,Coupe,,"luxardo bitter bianco, blanco tequila, d.o.m benedictine, 1 dash bittermens xocolatl mole bitters","Pour all liquid ingredients into a mixing glass and stir about 55 times for proper dilution and optimal clarity. Strain into a chilled coupe. Twist fresh lemon peel over cocktail for aroma. Garnish with a simple lemon peel, trimmed neatly.",0,0,0,0,0,0,1,"luxardo bitter bianco, blanco tequila, d.o.m benedictine, 1 dash bittermens xocolatl mole bitters,bitter",",bitter"
Heard It Through The Grapevine,Nick & Nora,,"h by hine, graham's 20 year tawny port, tempus fugit kina l'aero d'or, velvet falernum, benedictine",Combine all ingredients and stir. Pour the mixture into a chilled Nick & Nora glass and garnish with the orange zest.,0,0,0,0,0,0,0,"h by hine, graham's 20 year tawny port, tempus fugit kina l'aero d'or, velvet falernum, benedictine",
Heart Breaker,Cocktail Glass,,"bonded rye, luxardo amaro abano, punt e mes, 7 dash angostura bitters",Pour all ingredients into a mixing glass with ice. Stir to chill and dilute. Strain into a chilled cocktail glass. Express the oil from the twist over the drink and discard.,0,0,0,0,0,0,1,"bonded rye, luxardo amaro abano, punt e mes, 7 dash angostura bitters,bitter",",bitter"
Hemingway Daiquiri,Coupe,,"pink pigeon rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur",Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.,0,1,0,1,0,0,0,"pink pigeon rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur,citrus,fruity",",citrus,fruity"
Hibiscus Pisco Sour,Coupe,,"barsol primero quebranta pisco, lime juice, hibiscus/rose syrup, 1  egg white","Dry shake, add ice and shake again. Strain into a coupe glass.",1,1,0,0,0,0,0,"barsol primero quebranta pisco, lime juice, hibiscus/rose syrup, 1  egg white,floral,citrus",",floral,citrus"
Hidarite,,,"nikka coffey grain whiskey, luxardo bitter, tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters",Chilled. Serve up or on the rocks.,0,0,0,0,0,0,1,"nikka coffey grain whiskey, luxardo bitter, tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters,bitter",",bitter"
Hippi Hill,Coupe,,"hophead vodka, king's ginger liqueur, lime juice, cranberry juice","Shake, fine strain into chilled coupe. Garnish with lime wheel.",0,1,0,1,0,0,0,"hophead vodka, king's ginger liqueur, lime juice, cranberry juice,citrus,fruity",",citrus,fruity"
Holland House,Cocktail Glass,,"genever, luxardo maraschino liqueur, dry vermouth, lemon juice, pineapple gomme syrup",Shake. Serve up. Garnish with lemon peel/pineapple.,0,1,0,1,0,0,0,"genever, luxardo maraschino liqueur, dry vermouth, lemon juice, pineapple gomme syrup,citrus,fruity",",citrus,fruity"
Honey Basil Smash,Collins,,"english harbour rum 5 yo, honey, 3  lime wedges, 4  basil leaves,  top ginger ale","In collins glass, gently muddle honey, lime and basil leaves. Add English Harbour rum and ice and stir. Top with ginger ale.",0,1,0,0,0,1,0,"english harbour rum 5 yo, honey, 3  lime wedges, 4  basil leaves,  top ginger ale,citrus,sweet",",citrus,sweet"
Hophead Dirty Martini,Martini,,"hophead vodka, olive juice, 1 dash dry vermouth",Combine all ingredients into a mixing glass and add ice. Shake and strain into a martini glass. Garnish with an olive.,0,0,0,0,0,0,0,"hophead vodka, olive juice, 1 dash dry vermouth",
Hophead Old Fashioned,Bucket,,"hophead vodka, simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters","Combine all ingredients into a mixing glass and stir until proper dilution. Strain into a chilled bucket glass over a large ice cube and garnish with a dukes lemon and dukes grapefruit zest.
",0,0,0,0,0,1,1,"hophead vodka, simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters,sweet,bitter",",sweet,bitter"
Hopped-Up Mary,,,"hophead vodka, tomato juice, 1.5 tsp demitri's bloody mary seasoning, fresh lemon juice","Combine all ingredients in a chilled mixing glass, rimmed with sea salt and stir. Add ice. Stir again to mix. Garnish with a cocktail shrimp, lemon zest, fresh ground pepper and a celery stalk.",0,1,0,0,0,0,0,"hophead vodka, tomato juice, 1.5 tsp demitri's bloody mary seasoning, fresh lemon juice,citrus",",citrus"
Hopped-Up Mule,Collins,,"hophead vodka, king's ginger liqueur, lime juice,  top ginger beer","Combine Hophead Vodka, Kings Ginger, and lime juice in a Collins glass and fill with ice. Top with ginger beer. Stir. Garnish with a lime wheel.",0,1,0,0,0,0,0,"hophead vodka, king's ginger liqueur, lime juice,  top ginger beer,citrus",",citrus"
Hotaling Seaside Shandy,,,"genevieve gin, 1 bottle lager","Genevieve is Hotaling's interpretation of genever, an ancient and mysterious gin style. The most common way to consume genever has always been straight. If you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of Genevieve in the freezer the evening before your outing and moving it to the cooler day of. We sip it straight while enjoying a lager. Glassware is dealer's choice, but cordial glasses are elegant and fun.",0,0,0,0,0,0,0,"genevieve gin, 1 bottle lager",
Hotaling White Manhattan,,,"christmas spirit, tempus fugit alessio vermouth bianco, luxardo triplum (triple sec), 1 dash fee brother's orange bitters",Combine ingredients in a mixing glass and stir with ice. Strain and serve up with an orange twist.,0,1,0,1,0,0,1,"christmas spirit, tempus fugit alessio vermouth bianco, luxardo triplum (triple sec), 1 dash fee brother's orange bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Huntsman,Rocks Glass,,"pink pigeon rum, 1 cube brown sugar",Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.,0,0,0,0,0,1,0,"pink pigeon rum, 1 cube brown sugar,sweet",",sweet"
I'm Only Happy when it Rains,,,"1 1/old potrero straight rye whiskey, 3/hirsh pinot noir reduction, 1/luxardo sangue morlacco cherry liqueur, 3/lemon juice","Shake, double strain into a Burgundy Glass.",0,1,0,1,0,0,0,"1 1/old potrero straight rye whiskey, 3/hirsh pinot noir reduction, 1/luxardo sangue morlacco cherry liqueur, 3/lemon juice,citrus,fruity",",citrus,fruity"
Imperial Cocktail,Cocktail glass,,"lime juice,gin,aperol",Shake with ice and strain into cocktail glass.,0,1,0,0,0,0,0,"lime juice,gin,aperol,citrus",",citrus"
Improved Calvados Cocktail,Double Rocks Glass,,"c. drouin calvados selection, 1 bsp benedictine, 1 bsp green chartreuse, 1 bsp small hand foods gum syrup, 2 dash angostura bitters","Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel.",0,0,0,0,0,0,1,"c. drouin calvados selection, 1 bsp benedictine, 1 bsp green chartreuse, 1 bsp small hand foods gum syrup, 2 dash angostura bitters,bitter",",bitter"
Improved Whisky Cocktail,Coupe,,"nikka whisky taketsuru pure malt 12 yo, 1 dash luxardo maraschino liqueur, 1 dash pontarlier anis",Stir and strain into a chilled coupe.,0,0,0,0,0,0,0,"nikka whisky taketsuru pure malt 12 yo, 1 dash luxardo maraschino liqueur, 1 dash pontarlier anis",
In HINEsight,Old Fashioned Glass,,"h by hine, luxardo bitter, quady muscat wine",Stir and strain into an old fashioned glass. Large ice cube.,0,0,0,0,0,0,1,"h by hine, luxardo bitter, quady muscat wine,bitter",",bitter"
International Mistress,Collins,,"amaro nonino quintessentia, lemon juice, mezcal, small hand foods orgeat, soda water","Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.",0,1,0,0,0,0,0,"amaro nonino quintessentia, lemon juice, mezcal, small hand foods orgeat, soda water,citrus",",citrus"
IPA Mule,Tin Cup,,"hophead vodka, ginger liqueur, lime juice, pure cane simple syrup, 2 count deschutes fresh squeezed ipa (from tap)","Add all ingredients except beer into shaker tin, shake vigorously for 10 seconds. Add beer in shaker tin then double strain into tin cup. Add mint for garish.",0,1,0,0,0,1,0,"hophead vodka, ginger liqueur, lime juice, pure cane simple syrup, 2 count deschutes fresh squeezed ipa (from tap),citrus,sweet",",citrus,sweet"
Irish Curdling Cow,Highball glass,,"bailey's irish cream,bourbon,vodka,orange juice","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",1,1,0,0,0,0,0,"bailey's irish cream,bourbon,vodka,orange juice,floral,citrus",",floral,citrus"
Irish Goodbye,Irish Coffee glass,,"nikka coffey grain whisky, absinthe, hot coffee, 2-homemade irish cream","Combine the coffee and whiskey in a preheated cup. Top with Irish cream and pour the absinthe over the back of a spoon to float. Garnish.
",1,0,0,0,0,0,1,"nikka coffey grain whisky, absinthe, hot coffee, 2-homemade irish cream,floral,bitter",",floral,bitter"
Iron Fist in a Velvet Glove,Nick & Nora,,"lillet rose, barsol primero quebranta pisco, prata cachaca, velvet falernum",Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.,1,0,0,0,0,0,0,"lillet rose, barsol primero quebranta pisco, prata cachaca, velvet falernum,floral",",floral"
Iron Tonic,Coupe,,"luxardo maraschino liqueur, genepy, luxardo fernet, lime juice, 1 float tonic water","Shake, strain into a chilled coupe, float tonic water.",0,1,0,0,0,0,0,"luxardo maraschino liqueur, genepy, luxardo fernet, lime juice, 1 float tonic water,citrus",",citrus"
Italian Margarita,,,"maestro dobel diamante tequila, luxardo amaretto di saschira, fresh lime juice, monin cane syrup",Shaken and served over ice.,0,1,0,0,0,0,0,"maestro dobel diamante tequila, luxardo amaretto di saschira, fresh lime juice, monin cane syrup,citrus",",citrus"
Italian Riviera Mojito,Collins,,"coconut rum, funkin passion fruit puree, briottet creme de banane, fresh squeezed lime, 8 leaves mint leaves","Shake & Dump into Collins Glass, Top with Prosecco, cap with crushed ice. Garnish with Mint Sprig. 
",0,1,0,1,0,0,0,"coconut rum, funkin passion fruit puree, briottet creme de banane, fresh squeezed lime, 8 leaves mint leaves,citrus,fruity",",citrus,fruity"
Jalapeño Sour,Double Rocks Glass,,"chinaco blanco tequila, green chartreuse, lime juice, pineapple juice, jalapeño syrup, egg white","dryshake/shake/dblrocks

garnish jalapeño slice",0,1,0,1,0,0,0,"chinaco blanco tequila, green chartreuse, lime juice, pineapple juice, jalapeño syrup, egg white,citrus,fruity",",citrus,fruity"
Jammie Dodger Fizz,Collins,,"h by hine, tempus fugit creme de noyaux, orgeat, lemon, lime, heavy whipping cream, 1  egg white","Combine all ingredients and shake thoroughly without ice for several minutes. Add ice, shake, and strain into a tall collins glass. Top with soda and garnish with an orange wheel.",0,1,0,0,0,0,0,"h by hine, tempus fugit creme de noyaux, orgeat, lemon, lime, heavy whipping cream, 1  egg white,citrus",",citrus"
