,Cocktail Name,Glass,Ingredients,Instructions,combined,flavors,popularity
211,Garrison's New Fashioned,Old Fashioned Glass,"garrison brothers flagship bourbon, luxardo apricot liqueur, 2 dash australian bitters company aromatic bitters,   lemon peel","Place the lemon peel in an Old Fashioned glass and muddle with bitters. In a mixing glass filled with ice, add the bourbon and apricot liqueur, then strain into the glass. Garnish with cherry and orange slice, and serve over an ice sphere.","garrison brothers flagship bourbon, luxardo apricot liqueur, 2 dash australian bitters company aromatic bitters,   lemon peel,citrus,fruity,bitter","bitter, citrus, fruity",9.534019823185728
212,Geaux Geaux Cup,,"junipero gin, maurin quina, fresh lemon, pages elderflower syrup,  top ginger ale","Shake all ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with a splash of ginger ale. Garnish with a cucumber slice, quartered.","junipero gin, maurin quina, fresh lemon, pages elderflower syrup,  top ginger ale,citrus",citrus,1.786243269764337
213,Georgia Old Fashioned,,"nikka coffey grain whisky, tippleman's barrel smoked maple syrup, 2 dash regans' orange bitters, 5 dash angostura bitters, 1 disc orange, 1 disc lemon, 1 slice peach","Muddle fruit, bitters and syrup. Add ice (1 large cube if available). Top with Whisky. Long stir.","nikka coffey grain whisky, tippleman's barrel smoked maple syrup, 2 dash regans' orange bitters, 5 dash angostura bitters, 1 disc orange, 1 disc lemon, 1 slice peach,citrus,fruity,bitter","bitter, citrus, fruity",9.159165932012431
214,Gin Made Me Do It,Martini,"junipero gin, c. drouin calvados selection, vermouth del professore, 2 dash angostura bitters, 1 dash st. george absinthe","Build all ingredients in a mixing glass, add ice and stir. Strain into a chilled martini glass and garnish with fresh fennel flowers.","junipero gin, c. drouin calvados selection, vermouth del professore, 2 dash angostura bitters, 1 dash st. george absinthe,bitter",bitter,8.746325411916876
215,Gin n' Celery,Double Rocks Glass,"old tom gin, lemon juice, small hand foods gum syrup, 7 dash celery bitters, tonic water, 1 pinch salt","Shake booze, juice and gum. Add bitters and salt to a double rocks glass then add ice. Strain cocktail, top with tonic. Garnish with bitter covered lemon peel.","old tom gin, lemon juice, small hand foods gum syrup, 7 dash celery bitters, tonic water, 1 pinch salt,citrus,bitter","bitter, citrus, salty",1.813693593306008
216,Gin Rickey,Highball glass,"gin,grenadine,lemon,soda water,lime",Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,"gin,grenadine,lemon,soda water,lime,citrus",citrus,9.250547175681977
217,Ginger Drop,Martini,"king's ginger liqueur, momokawa organic junmai ginjo sake, lemon juice, simple syrup",Shake and strain up into cocktail glass.,"king's ginger liqueur, momokawa organic junmai ginjo sake, lemon juice, simple syrup,citrus,sweet","citrus, sweet",1.89918130776394
218,Ginger Pigeon,,"pink pigeon rum, luxardo aperitivo, simple syrup, lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup, then add Aperitivo and rum, shake well, over ice and top up with Ginger beer.","pink pigeon rum, luxardo aperitivo, simple syrup, lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root,citrus,fruity,sweet","citrus, fruity, sweet",4.15701150990273
219,Glimpse of Seduction,,"luxardo maraschino liqueur, grapefruit flavored vodka, fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet",Pour the first four ingredients in a blender and blend until smooth. Serve into a champagne saucer. Top with Pomegranate Liqueur float.,"luxardo maraschino liqueur, grapefruit flavored vodka, fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet,citrus,fruity","citrus, fruity, sweet",1.797556858919723
220,Goat Town Swizzle,Collins,"old potrero straight rye whiskey, luxardo apricot liqueur, luxardo fernet, lemon juice, homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters","In a collins glass, add ingredients beginning with orgeat and ending with rye. Fill glass half full with minted crushed ice. Begin ""swizzling"" cocktail with stick until cocktail is blended and ice forms on outside of glass. Top with more minted crushed ice and garnish with lemon and mint.","old potrero straight rye whiskey, luxardo apricot liqueur, luxardo fernet, lemon juice, homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters,citrus,fruity,bitter","bitter, citrus, fruity",9.435703096539305
221,Gold Rush,Coupe,"3  basil leaves, karlsson's gold vodka, pineapple juice, simple syrup, sweet vermouth, lime juice , egg white, 1 dash angostura bitters","Put basil leaves in mixing glass. Gently muddle the leaves. Add all ingredients except the bitters or ice. Dry shake the cocktail vigorously. Add the ice and shake again vigorously. Double strain into a coupe. Add a few drops of angostura on top, add cracked pepper, slap one single basil leaf on top for garnish.","3  basil leaves, karlsson's gold vodka, pineapple juice, simple syrup, sweet vermouth, lime juice , egg white, 1 dash angostura bitters,citrus,fruity,sweet,bitter","bitter, citrus, fruity, herbaceous, sweet",3.9368285424317024
222,Gold Spritz,,"cocchi americano, karlsson's gold vodka, club soda",Combine all ingredients in a glass filled with ice and garnish with an orange twist.,"cocchi americano, karlsson's gold vodka, club soda",bitter,3.341265653769836
223,Gran Classico Negroni,,"tempus fugit gran classico bitter, no.3 london dry gin, tempus fugit alessio vermouth di torino rosso",Strain into an ice filled glass and garnish with an orange twist.,"tempus fugit gran classico bitter, no.3 london dry gin, tempus fugit alessio vermouth di torino rosso,bitter",bitter,1.5579474773819673
224,Green and Gold,Martini,"bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned),  whole peppercorns","Step one: Infuse the vodka
- Transfer ingredients including of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.","bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned),  whole peppercorns,citrus,herbaceous","citrus, herbaceous",0.8162975997451698
225,Grey Anchor,,"hophead vodka, lime juice, st. germaine elderflower liqueur, luxardo maraschino liqueur, 5 drops bittercube door county hop bitters","Shake, strain, up, garnish.","hophead vodka, lime juice, st. germaine elderflower liqueur, luxardo maraschino liqueur, 5 drops bittercube door county hop bitters,citrus,bitter","bitter, citrus, sweet",3.3623839060521323
226,Grown-Up Shirley Temple,Highball Glass,"luxardo cherry syrup (from jar of cherries), fresh lemon juice (optional), soda water","Fill a highball glass with ice, and build the syrup, lemon juice, and soda water. Stir, and garnish with a Luxardo Maraschino Cherry.","luxardo cherry syrup (from jar of cherries), fresh lemon juice (optional), soda water,citrus,fruity","citrus, fruity",3.859505857490293
227,Hanky Panky (Classic),,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",Shake ingredients with ice then strain into a chilled cocktail glass.,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",,1.5785125262097568
228,Hanny's Hot Apple Toddy,Glass Mug,"luxardo amaretto di saschira, apple cider,  oz heavy cream,  oz cinnamon","Fill a 10-oz mug with boiling water. When the mug is hot, pour out the water and add the amaretto and cider. Top with a layer of cream. Grate fresh cinnamon on top as a garnish.","luxardo amaretto di saschira, apple cider,  oz heavy cream,  oz cinnamon,fruity",fruity,2.731809569709021
229,Harms' Way,Coupe,"luxardo bitter bianco, blanco tequila, d.o.m benedictine, 1 dash bittermens xocolatl mole bitters","Pour all liquid ingredients into a mixing glass and stir about 55 times for proper dilution and optimal clarity. Strain into a chilled coupe. Twist fresh lemon peel over cocktail for aroma. Garnish with a simple lemon peel, trimmed neatly.","luxardo bitter bianco, blanco tequila, d.o.m benedictine, 1 dash bittermens xocolatl mole bitters,bitter",bitter,8.469393320741663
230,Heard It Through The Grapevine,Nick & Nora,"h by hine, graham's 20 year tawny port, tempus fugit kina l'aero d'or, velvet falernum, benedictine",Combine all ingredients and stir. Pour the mixture into a chilled Nick & Nora glass and garnish with the orange zest.,"h by hine, graham's 20 year tawny port, tempus fugit kina l'aero d'or, velvet falernum, benedictine",,2.1349845576423494
231,Heart Breaker,Cocktail Glass,"bonded rye, luxardo amaro abano, punt e mes, 7 dash angostura bitters",Pour all ingredients into a mixing glass with ice. Stir to chill and dilute. Strain into a chilled cocktail glass. Express the oil from the twist over the drink and discard.,"bonded rye, luxardo amaro abano, punt e mes, 7 dash angostura bitters,bitter",bitter,9.127207908194489
232,Hemingway Daiquiri,Coupe,"pink pigeon rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur",Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.,"pink pigeon rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur,citrus,fruity","citrus, fruity, sweet",3.2683375454409185
233,Hibiscus Pisco Sour,Coupe,"barsol primero quebranta pisco, lime juice, hibiscus/rose syrup, 1  egg white","Dry shake, add ice and shake again. Strain into a coupe glass.","barsol primero quebranta pisco, lime juice, hibiscus/rose syrup, 1  egg white,floral,citrus","citrus, floral",1.6607953708106489
234,Hidarite,,"nikka coffey grain whiskey, luxardo bitter, tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters",Chilled. Serve up or on the rocks.,"nikka coffey grain whiskey, luxardo bitter, tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters,bitter",bitter,1.7074744853161876
235,Hippi Hill,Coupe,"hophead vodka, king's ginger liqueur, lime juice, cranberry juice","Shake, fine strain into chilled coupe. Garnish with lime wheel.","hophead vodka, king's ginger liqueur, lime juice, cranberry juice,citrus,fruity","citrus, fruity",3.807218088598088
236,Holland House,Cocktail Glass,"genever, luxardo maraschino liqueur, dry vermouth, lemon juice, pineapple gomme syrup",Shake. Serve up. Garnish with lemon peel/pineapple.,"genever, luxardo maraschino liqueur, dry vermouth, lemon juice, pineapple gomme syrup,citrus,fruity","citrus, fruity, sweet",1.7658904691371964
237,Honey Basil Smash,Collins,"english harbour rum 5 yo, honey, 3  lime wedges, 4  basil leaves,  top ginger ale","In collins glass, gently muddle honey, lime and basil leaves. Add English Harbour rum and ice and stir. Top with ginger ale.","english harbour rum 5 yo, honey, 3  lime wedges, 4  basil leaves,  top ginger ale,citrus,sweet","citrus, herbaceous, sweet",3.859505857490293
238,Hophead Dirty Martini,Martini,"hophead vodka, olive juice, 1 dash dry vermouth",Combine all ingredients into a mixing glass and add ice. Shake and strain into a martini glass. Garnish with an olive.,"hophead vodka, olive juice, 1 dash dry vermouth",salty,0.980873725483946
239,Hophead Old Fashioned,Bucket,"hophead vodka, simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters","Combine all ingredients into a mixing glass and stir until proper dilution. Strain into a chilled bucket glass over a large ice cube and garnish with a dukes lemon and dukes grapefruit zest.
","hophead vodka, simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters,sweet,bitter","bitter, sweet",1.7310684230846618
240,Hopped-Up Mary,,"hophead vodka, tomato juice,  demitri's bloody mary seasoning, fresh lemon juice","Combine all ingredients in a chilled mixing glass, rimmed with sea salt and stir. Add ice. Stir again to mix. Garnish with a cocktail shrimp, lemon zest, fresh ground pepper and a celery stalk.","hophead vodka, tomato juice,  demitri's bloody mary seasoning, fresh lemon juice,citrus","citrus, salty",0.8712878642394465
241,Hopped-Up Mule,Collins,"hophead vodka, king's ginger liqueur, lime juice,  top ginger beer","Combine Hophead Vodka, Kings Ginger, and lime juice in a Collins glass and fill with ice. Top with ginger beer. Stir. Garnish with a lime wheel.","hophead vodka, king's ginger liqueur, lime juice,  top ginger beer,citrus",citrus,1.6322333042507928
242,Hotaling Seaside Shandy,,"genevieve gin, 1 bottle lager","Genevieve is Hotaling's interpretation of genever, an ancient and mysterious gin style. The most common way to consume genever has always been straight. If you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of Genevieve in the freezer the evening before your outing and moving it to the cooler day of. We sip it straight while enjoying a lager. Glassware is dealer's choice, but cordial glasses are elegant and fun.","genevieve gin, 1 bottle lager",,0.7682693430976767
243,Hotaling White Manhattan,,"christmas spirit, tempus fugit alessio vermouth bianco, luxardo triplum (triple sec), 1 dash fee brother's orange bitters",Combine ingredients in a mixing glass and stir with ice. Strain and serve up with an orange twist.,"christmas spirit, tempus fugit alessio vermouth bianco, luxardo triplum (triple sec), 1 dash fee brother's orange bitters,citrus,fruity,bitter","bitter, citrus, fruity",1.4672192434602482
