Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Sorriso (Adapted),Martini,,"1 oz no.3 london dry gin, 1 oz pear flavored vodka, .5 oz luxardo sangue morlacco cherry liqueur, .5 oz sherry, 2 dash bitters",Pour all ingredients in a mixing glass filled with ice. Stir well and strain into a chilled cocktail glass.,0,0,0,1,0,0,1,
Space Age Pop,,,"1 1/2 oz chinaco reposado, 1 oz luxardo amaro abano, 1/2 oz luxardo maraschino liqueur, 1/4 oz fresh lemon juice",Serve on one big rock.,0,1,0,0,0,0,0,
Spice and Stormy,,,"1.5 oz pink pigeon rum, .5 oz simple syrup, .5 oz lemon juice, .5 oz luxardo bitter, 1 float ginger beer, 4 pieces pineapple, 4 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup. Add rum. Shake well, over ice and top with ginger beer and Luxardo Bitter",0,1,0,1,0,1,1,
Spiced Marmalade,Coupe,,"2 oz junipero gin, 1 bsp orange marmalade, .5 oz lemon juice, 1 oz orange juice, .25 oz simple syrup, 2 dash orange bitters, 4  cloves torched & muddled","shake/2strain/coupe

garnish lemon twist",0,1,1,0,0,1,1,
Spring Cleanse,Chilled Glass,,"1  half small cucumber, 1  medium carrot, 1  green apple, cored, 3-4  kale leaves, 1  big handful spinach leaves, 1  small hunk ginger, .5-1 oz pastis prado","Juice the ingredients and pour into a chilled glass (do not use ice or the drink will lose body).

Top with Pastis Prado or absinthe and garnish with a sprig of mint.",0,0,0,1,0,0,0,
Spring Forward,Champagne Flute,,"2 oz old tom gin, .5 oz noilly prat ambre vermouth, .5 oz pineapple juice, .5 oz lime juice, .25 oz rich simple (2:1), .75 float dry sparkling wine","Combine all ingredients, minus the sparkling wine, into a tin. Shake and double strain into a flute glass. Top with a float of sparkling wine. Garnish with an edible flower petal.",0,1,0,1,0,1,0,
Stinger,,,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",Shake or stir briskly and strain into a cocktail glass.,0,0,0,0,0,0,0,
Stone Fruit Patch V1,,,"1 oz luxardo maraschino liqueur, .5 oz peach puree, .75 oz lime juice, 3  raspberries",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with raspberry and mint.,0,1,0,1,0,0,0,
Stone Fruit Patch V2,Coupe,,"1 oz luxardo maraschino liqueur, .5 oz peach puree, .75 oz lime juice, 3  raspberries, 1 oz sparkling wine",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a well chilled coupe. Top off with sparkling wine. Garnish with raspberry and mint.,0,1,0,1,0,0,0,
Stranger in the Alps,Rocks Glass,,"rinse eau de vie, 1.5 oz junipero gin, 1 oz carpano antica, .75 oz campari, .25 oz braulio amaro, 1 pinch salt","Rinse a rocks glass with eau de vie. Combine remaining ingredients in a shaker with ice. Shake, and strain over fresh ice into a rocks glass. Garnish with a lemon pigtail.",0,0,0,0,0,0,0,
Strike No.3,Old Fashioned Glass,,"2 oz no.3 london dry gin, .5 oz st. germaine elderflower liqueur, .5 oz orgeat syrup, .5 oz fresh lemon juice",Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.,0,1,0,0,0,0,0,
Stroll Through the Park,Collins,,"2 oz barsol primero quebranta pisco, .5 oz simple syrup, .5 oz orange juice, .5 oz lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig",Muddle mint and cucumber with the simple syrup in a shaker tin. Combine the remainder of the ingredients in the tin. Shake vigorously. Double strain with a fine mesh strainer into a collins glass. Fill with ice and garnish with a cucumber slice.,0,1,0,0,0,1,1,
Swedish 75,Coupe,,"1 oz karlsson's gold vodka, 1 oz lemon curd (or a large bar spoon), 1.5 oz brut champagne","In a Boston shaker, combine the Karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. Add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. Garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. Rub the entire rim with the twist before dropping the twist into the glass.",0,1,0,0,0,0,0,
Swedish Nightingale,,,"1.5 oz no.3 london dry gin, .5 oz maurin quina, .25 oz pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters",Stir. Strain. Lemon peel garnish.,0,0,0,1,0,0,1,
Swedish Royal,Coupe,,"2 oz karlsson's gold vodka, 1 oz apricot brandy, .5 oz dry vermouth, .5 oz sweet vermouth",Combine all ingredients in a frozen mixing glass with hard ice and stir for 20 seconds. Strain into a frozen coupe glass.,0,0,0,1,0,0,0,
Tahitian Fix,Collins,,"2 oz barsol selecto italia pisco, .75 oz fresh lemon juice, .5 oz vanilla agave nectar, .5 oz pineapple gomme syrup, 1.5 oz seltzer water",Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,0,1,0,1,0,1,0,
Tamaulipas Margarita,V-Shaped Rocks Glass,,"2 oz chinaco blanco tequila, 1.5 oz fresh lime juice, 1 oz agave nectar","Served in v-shaped rocks glass with ""vintage ice"".
",0,1,0,0,0,1,0,
Tea & Sympathy,Mug,,"1 oz avua amburana cachaça, 1 oz king's ginger liqueur, .5 oz fresh squeezed lemon juice, 1 bag chai tea","Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.",0,1,0,0,0,0,0,
Tea Party Cocktail,Coupe,,"1.5 oz no.3 london dry gin, .5 oz king's ginger liqueur, .5 oz orange marmalade syrup, .25 oz lemon juice, 1 oz bergamot tea foam","Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.",0,1,0,0,0,0,0,
Temple of the Moon,Old Fashioned Glass,,"1 oz junipero gin, 1 oz barsol primero quebranta pisco, 1 oz amaro sibilla, .25 oz simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water","Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.",0,1,0,0,0,1,0,
Tequila Sunflare,Rocks Glass,,"1.5 oz chinaco blanco tequila, .75 oz sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube",Pre-freeze pomegranate juice into one large cube. Rinse a glass with Montanaro vermouth. Dump any excess out. Build the remainder of spirits and bitters into a shaker tin. Shake vigorously. Strain over the pomegranate ice cube into a rocks glass.,0,1,1,0,0,0,0,
Tequila Sunrise,Highball glass,Contemporary Classics,"tequila,orange juice,grenadine","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",0,1,0,0,0,0,0,6973
The Alpine Mist,Martini,,"2 oz mezcal, 2 oz reed's premium ginger brew, 1 tsp seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled",Fill a cocktail shaker with ice. Add all ingredients except the garnish and shake well. Stain into a very chilled martini glass (martini glass should have a sugar rim on half of the glass) and top with a splash of ginger beer. Garnish with a mint leaf and orange peel. Right before serving drop in a chip of dry ice for the mist.,0,1,0,1,0,0,0,
The Asterisk,Cocktail Glass,,".75 oz brandy, .75 oz green chartreuse, .75 oz luxardo maraschino liqueur, .75 oz lemon juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,
The Awen,Rocks Glass,,"1.5 oz pot still-style irish whiskey, .5 oz luxardo maraschino liqueur, 1 oz cocchi americano, 1 dash orange bitters",Stir ingredients in glass over an ice sphere.,1,1,0,0,0,0,1,
The Bacchus Cocktail,Coupe,,"5  concord grapes, 3  blackberries, 1.5 oz barsol primero quebranta pisco, 1 oz crème yvette, 1 oz lemon juice, .5 oz egg white","Place the Concord grapes and blackberries in a shaker and muddle. Add the rest of the ingredients and ice. Shake, and strain into a chilled coupe. Garnish with Concord grapes and lemon peel twisted to release oils.",0,1,0,1,0,0,0,
The Big Picture,,,"1.5 oz tempus fugit alessio vino chinato, 1.5 oz fig-infused c. drouin calvados selection, .5 oz lemon, .25 oz simple syrup",Build in glass. Add crushed ice and swizzle. Top with more crushed ice. Dash pepita tincture on top for aromatics. Garnish with lemon wheel and dried fig.,0,1,0,0,0,1,0,
The Bitter King,Martini,,"2 oz king's ginger liqueur, .75 oz lemon juice, .75 oz simple syrup","Add all ingredients to a shaker, add ice, shake and strain into a martini glass garnish with a Luxardo Cherry.",0,1,0,0,0,1,0,6972
The Bittered Valley,,,"1.25 oz luxardo maraschino liqueur, 4 drops acid phosphate, 2 oz barsol primero quebranta pisco, .75 oz luxardo amaro abano, .25 oz luxardo fernet, 3 dash scrappy's aromatic bitters","1st glass ingredients:
Luxardo Maraschino, Acid Phosphate

2nd glass ingredients:
BarSol Quebranta Pisco, Luxardo Amaro Abano, Luxardo Fernet, Scrappy's Aromatic Bitters",0,0,0,0,0,0,1,
The Boys of Summer Cup,Collins,,"1 oz no.3 london dry gin, 1 oz dolin rouge vermouth, .5 oz the genuine curacao liqueur orange, .5 oz king's ginger liqueur, .25 oz chareau liqueur, .5 oz fresh lemon juice,  top fever-tree bitter lemon",Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,0,1,0,0,0,0,1,
The Brightside,Old Fashioned Glass,,"1.5 oz pink pigeon rum, 2.5 oz fresh orange juice, 1 tbsp luxardo bitter, 1 dash milk powder (or cream)","Dry shake, then serve old-fashioned glass with crushed ice. Drizzle Bitter on top to finish.",0,1,0,0,0,0,1,
The Canevari Cocktail,Cocktail Glass,,"1.5 oz old tom gin, 1 oz cocchi vermouth di torino, .5 oz luxardo bitter, 3 dash angostura bitters","Combine ingredients, stir until well chilled, and strain in to a cocktail glass. Serve with an orange twist.",0,0,0,0,0,0,1,
The Cappa,Wine Glass,,"1.5 oz gin, 1.5 oz pineau des charentes, .5 oz luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a small wine or cocktail glass. Twist a slice of lemon peel over the drink and use as garnish.",0,0,0,0,0,0,0,
The Cavalier White Lady,Martini,,"1 oz junipero gin, .75 oz creole shrub, .75 oz lemon juice, .25 oz lemon bitters, .5 oz simple syrup, 1  egg white",Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.,0,1,0,0,0,1,1,
The Chief,Coupe,,"1.5 oz junipero gin, .75 oz cocchi americano, .5 oz salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture",Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,0,0,0,0,0,0,1,
The Claridge,,,"2.25 oz gin, 2.25 oz dry vermouth, .75 oz luxardo apricot liqueur, .75 oz cointreau","Stir, strain, and serve straight up.",0,0,0,1,0,0,0,
The Cliffdiver,Collins,,"1.25 oz d'aristi 10 yr rum, .5 oz the genuine curacao liqueur blue, .25 oz tempus fugit liqueur de violettes, 1 oz lime juice, .5 oz tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters","Combine rum, curacao, violettes, and lime juice in a shaker, add ice and shake vigorously. Double strain into a chilled collins glass. Add fresh ice in the collins glass and top with chilled ginger beer. Float 2-3 dashes of Angostura Bitters on top and garnish with a grilled pineapple wedge on rim of glass, and two Luxardo Cherries speared through a toothpick, and edible orchid placed on top hanging from the rim.",1,1,0,0,0,0,1,
The Commissioner's Trophy #3,Coupe,,"1.5 oz no.3 london dry gin, 1 oz amaro, .5 oz barsol perfecto amor (aperitif wine), .5 oz strawberry shrub",Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,0,0,0,1,0,0,0,
The Double Crown,Egg Coupe,,"1.25 oz compass box great king street glasgow blend, .75 oz lemon juice, .5 oz cyril zangs double zero eau de vie de cidre, .5 oz king's ginger liqueur, .5 oz honey syrup, 1  egg white","Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf.",0,1,0,0,0,1,0,
The Douglas Tilden,Cocktail Glass,,"2 oz junipero gin, .5 oz lacuesta blanco vermouth, .25 oz salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters","Combine all ingredients in a mixing glass with ice, stir and strain into a chilled cocktail glass. Garnish with a lemon twist and the edible flower of your choice.",0,1,0,0,0,0,1,
The Evil Blue Thing,Old-fashioned glass,,"creme de cacao,blue curacao,light rum","Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",0,0,0,0,0,0,1,
The French Connection,Coupe,,"2 oz h by hine, 1 oz fresh lemon juice, 1 oz demarara simple syrup, 4 dash apple bitters","Shake ingredients with ice in shaker and then double strain into a couple glass.
Top with champagne and garnish with lemon and apple slice.",0,1,0,1,0,1,1,
The Fritz,Rocks Glass,,".75 oz junipero gin, .75 oz luxardo maraschino liqueur, .75 oz peychaud's bitters, .75 oz punt e mes",Stir with ice and strain into a rocks glass. Garnish with an orange twist.,0,0,0,0,0,0,1,
The Ginger Royale,,,"35 ml king's ginger liqueur, 140 ml champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0,0,0,0,0,0,
The Hollinger Manhattan,Coupe,,"2 oz rittenhouse rye, .5 oz sweet vermouth, .25 oz luxardo maraschino liqueur, .25 oz duplais swiss absinthe verte","Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.",0,0,0,0,0,0,0,6972
The House of Duncan,,,"1.5 oz glenrothes vintage reserve, .5 oz luxardo sangue morlacco cherry liqueur, .25 oz king's ginger liqueur, 1 dash angostura bitters",Serve on the rocks. Garnish with a Luxardo Cherry.,0,0,0,1,0,0,1,
The Improved Sazerac,,,"1.5 oz h by hine, .25 oz luxardo maraschino liqueur, .5 tsp simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure",Put ingredients in mixing glass. Stir. Strain into glass that has absinthe rinse. Add lemon zest.,0,0,0,0,0,1,1,
The Inside Job,Old Fashioned Glass,,"2 oz bourbon, .25 oz luxardo maraschino liqueur, .5 oz simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into an old fashioned glass filled with fresh ice. Garnish with a Luxardo Cherry and an orange slice or twist.",0,0,0,0,0,1,1,
The King and Tonic,Collins,,"1.5 oz king's ginger liqueur, 3 oz fever-tree tonic water, 1 dash angostura bitters",Serve over ice in a collins glass.,0,0,0,0,0,0,1,
The King Merlet Sidecar,,,"1.5 oz h by hine, .5 oz luxardo triplum (triple sec), .5 oz king's ginger liqueur, .5 oz fresh lemon juice, 1 oz pressed apple juice",Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,0,1,0,1,0,0,0,
The King's Autumn Cobbler,,,"1 oz king's ginger liqueur, .25 oz briottet creme de mure (blackberry),  top pear cider",Add all ingredients over ice. Stir with a barspoon. Squeeze lemon wedges and add blackberries.,0,0,0,1,0,0,0,
The King's Cranberry Sauce,,,"1 pkg, 14 oz cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon","Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.",0,1,1,0,0,1,0,
The King's Egg Nog,Goblet,,"1 oz no.3 london dry gin, .5 oz king's ginger liqueur, .25 oz english harbour rum, 3 spoon sugar, 1 whole egg, .5 oz milk, .5 oz cream",Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,0,0,0,0,0,1,0,
The King's Froth & Frizz,Champagne Flute,,"1 oz barsol selecto italia pisco, 1.25 oz king's ginger liqueur, .5 oz peach brandy, .5 oz lemon juice, .5 oz egg white","Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.

Zest orange over top and garnish with a star anise.
",0,1,0,1,0,0,0,
The King's Ginger Spiced Punch,Punch Bowl,,"25 oz king's ginger liqueur, 37.5 oz cranberry juice, 37.5 oz fever-tree lemonade",Add all ingredients into a punch bowl or pitcher and stir. Add lemon wheels and strawberries to garnish.,0,1,0,1,0,0,0,
The King's Ginger Summer Cup,,,"1 oz king's ginger liqueur, 1.5 oz cranberry juice, 1.5 oz fever-tree lemonade",Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,0,1,0,1,0,0,0,
The King's Medicine,Coupe,,"1.5 oz king's ginger liqueur, .5 oz luxardo fernet, .25 oz benriach curiositas single malt 10 yo, .75 oz lemon juice","Add all ingredients into a shaker with ice, shake furiously. Fine strain into chilled coupe. Garnish with a lemon twist.",0,1,0,0,0,0,0,
The King's Mulled Cider,Handled Glass,,"2 oz king's ginger liqueur, 5 oz hard apple cider, 5 oz fresh apple juice","Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.",0,0,0,1,0,0,0,
The King's Mulled Wine,,,"1 bottle red wine, .3 bottle king's ginger liqueur, 3 tbsp caster sugar, 2  lemons, zested (plus flesh of one lemon), 1  orange, zested, 1 stick cinnamon, 1 dash nutmeg, 1  star anise","Simmer over low heat for 3 hours, double strain with fine sieve.",0,1,0,0,0,1,0,
The King's Queen,Collins,,"50 ml king's ginger liqueur, 25 ml fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled)",Serve in a tall glass over ice.,0,1,0,0,0,0,0,
The King's Spring Daisy,,,"1 oz king's ginger liqueur, 1 oz h by hine, .25 oz lemon juice, .25 oz simple syrup, 2 dash fee brothers rhubard bitters",Add all ingredients into a cocktail shaker. Shake and double strain into a glass. Garnish with a sprig of mint.,0,1,0,0,0,1,1,
The King's Squeeze,,,"35 ml king's ginger liqueur, 125 ml fever-tree bitter lemon","Build in ice-filled tall glass, garnish with a squeeze of lime.",0,1,0,0,0,0,1,
The King's Winter Cup,,,"1.5 oz king's ginger liqueur, 1 oz fresh pressed apple cider, 4 oz hard apple cider, 1 stick cinnamon stick",Method:  Simmer on a gentle heat for 30 minutes and garnish with a cinnamon stick,0,0,0,1,0,0,0,
The Kings Mule,Champagne Flute,,"1 oz king's ginger liqueur, 3 dash orange bitters, 5 oz sparkling wine","Place King's Ginger and orange bitters in a Champagne flute, and top with sparkling wine. No garnish.",0,1,0,0,0,0,1,
The Lady Whisper,,,"1 oz aged rum, 1 oz old potrero straight rye whiskey, .5 oz luxardo apricot liqueur, .5 oz luxardo sangue morlacco cherry liqueur, 2 dash bitters","Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.",0,0,0,1,0,0,1,
The Ladybird,Coupe,,"2 oz pink pigeon rum, 2 dash fee brothers black walnut bitters, .5 oz luxardo sangue morlacco cherry liqueur, .5 oz luxardo fernet","In a mixing glass, add the first three ingredients over ice. Stir to chill. In a separate coupe glass, add .5 oz of Luxardo Fernet and swirl glass until it is fully coated with the Fernet. Strain chilled cocktail from mixing glass into the Fernet-rinsed coupe (discard excess fernet). Garnish by placing a Luxardo Cherry into the bottom of the glass.",0,0,0,1,0,0,1,
The Last Marasca,,,"50 ml gin, 20 ml luxardo maraschino liqueur, 5 ml luxardo orgeat syrup, 5 ml lemon juice, 1 dash absinthe","Rinse glass with absinthe. Add a Luxardo Cherry (covered in its juice) to a mixing glass with remaining ingredients. Stir until cold and slightly rose colored. Single strain, serve with cherry from mixing glass.",0,1,0,0,0,0,0,
The Last Wish,,,"1 oz luxardo amaro abano, 1 oz luxardo amaretto di saschira, 2 oz espresso coffee, 1 scoop vanilla ice cream","Shake first three ingredients with ice.

Strain over ice cream into prepared glass.",0,0,0,0,0,0,1,
The Lover's Quarrel ,,,"1 oz no.3 london dry gin, 1 oz maurin quina, .75 oz king's ginger liqueur, .5 oz honey jalapeño syrup, 1 oz orange juice, .5 oz lemon juice, 1 oz soda water",Combine all ingredients into a large punch bowl and add large ice cube/cubes. Garnish liberally with slice fruits.,0,1,0,0,0,1,0,
The Mad King,Highball Glass,,"2 oz glenrothes vintage reserve, 1 oz king's ginger liqueur, .25 oz honey syrup, 1 dash angostura bitters",Add all ingredients to a mixing glass and stir for 15-20 seconds. Strain into a highball filled with fresh ice.,0,0,0,0,0,1,1,
The Mayan Premonition,Wine Glass,,"1.5 oz chinaco blanco tequila, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz fresh lime juice, 1 float bitter lemon soda","Fill up a stemmed wine glass with ice then pour the ingredients, stir and serve.",0,1,0,1,0,0,1,
The Molino,Pilsner Glass,,"1.5 oz bourbon, .5 oz luxardo amaretto di saschira, .5 oz demerara syrup (1:1), .75 oz lemon juice, 1  egg white",Dry shake all ingredients. Hard shake with ice. Double strain into small pilsner glass. Garnish with Luxardo Cherry.,0,1,0,0,0,1,0,
The Monte Rua,Champagne Flute,,"4 oz ca' secco sparkling, 1 bsp luxardo cherry syrup",Combine all ingredients in a sparkling wine glass.,0,0,0,1,0,0,0,
The No.3 Winter Cup,Highball Glass,,"25 ml no.3 london dry gin, 25 ml king's ginger liqueur, 12.5 ml red vermouth (antica formula), 150 ml good quality sharp lemonade","In a highball glass full of ice add No.3, King's Ginger and red vermouth. Top up with the lemonade and serve with a slice of ginger and a wedge of pink grapefruit.",0,1,0,0,0,0,0,
The No.3 Winter Punch,Punch Bowl,,"1 part no.3 london dry gin, 1 part king's ginger liqueur, .5 part red vermouth (antica formula), 6 part good quality sharp lemonade",In a punch bowl add ingredients per person.,0,1,0,0,0,0,0,
The Palace Cellar,Collins,,"1.5 oz king's ginger liqueur, .5 oz pink pigeon rum, .5 oz fresh-pressed lemon juice, .5 oz snake oil's house-made sarsaparilla syrup, .75 oz carbonated water, 1 dash snake oil's house-made pomegranate bitters",Combine all ingredients in a Collins glass and stir. Garnish with a slice of ginger and lemon wheel.,0,1,0,0,0,0,1,
The Pink Aperitivo,Martini,,"30 ml pink pigeon rum, 15 ml luxardo aperitivo, 15 ml red vermouth, 2 dash peychaud's bitters","Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.",0,0,0,0,0,0,1,
The Pink Pussycat,Coupe,,"1.5 oz pink pigeon rum, .5 oz fair goji berry liqueur, .5 oz noyeau de poissy  b, .5 oz cream, 5 dash chocolate bitters",Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow,0,0,0,1,0,0,1,
The Professor,,,"1.5 oz nikka coffey grain whisky, .75 oz madeira, .75 oz dolin dry vermouth, .25 oz nux alpina walnut nocino liqueur, 1 dash angostura bitters","Stir, tastes great up or over a large ice cube with an orange twist.",0,0,0,0,0,0,1,
The Proverb,Double Rocks Glass,,"2 oz h by hine, .5 oz maurin quina, .25 oz luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash black walnut bitters",Place all ingredients in a mixing glass. Add ice and stir until proper dilution. Strain over a large hand cut ice cube placed in a double rocks glass. Garnish with a Luxardo Maraschino Cherry on a pick.,0,0,0,0,0,0,1,
The Queen's A Redhead,Collins,,"50 ml king's ginger liqueur, 4  pink peppercorns, 25 ml fresh lemon juice, 15 ml gomme syrup, 25 ml egg white","Dry shake, then shake with ice. Double strain over cubed ice.",0,1,0,0,0,0,0,
The Red Anchor,Rocks Glass,,"1.75 oz junipero gin, .75 oz lemon juice, .5 oz grapefruit juice, .5 oz tempus fugit kina l'aero d'or, .25 oz ginger syrup, .25 oz simple syrup (1.5 : 1)",Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.,0,1,0,1,0,1,0,
The Reserved King,,,"2.5 oz glenrothes vintage reserve, .5 oz king's ginger liqueur, 3-4 dash angostura bitters,   lemon peel","Muddle the lemon peel and bitters with the King’s Ginger to release the oils.  Add scotch, stir, and enjoy.",0,1,0,0,0,0,1,
The Rickenbacker,,,"2 oz hophead vodka, 1 oz tempus fugit alessio vermouth bianco, 2 dash luxardo maraschino liqueur,   salt",Combine all ingredients in a mixing glass and stir until proper dilution. Strain into a chilled cocktail glass. Garnish with a sage leaf speared through two cocktail onions.,0,0,0,0,0,0,0,
The Robert Baratheon,Coupe,,"2 oz single malt scotch, .25 oz dry vermouth, .25 oz luxardo maraschino liqueur, 2 dash angostura bitters",Add all ingredients to a mixing glass filled with ice. Stir until cold and strain into a chilled coupe.,0,0,0,0,0,0,1,
The Royal Buck,Collins,,"1 oz no.3 london dry gin, 1 oz king's ginger liqueur, .75 oz lemon juice, .5 oz simple syrup, 2 oz club soda","Add ingredients to a mixing glass except club soda. Shake over ice, strain over ice into a collins glass, top with club soda. Garnish with a lemon wedge and candied ginger on a pick.",0,1,0,0,0,1,0,
The Royal King,Champagne Flute,,"1 oz king's ginger liqueur, 4 oz champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0,0,0,0,0,0,
The Rusty Tack,Rocks Glass,,"1 oz king's ginger liqueur, 1 oz glenrothes vintage reserve",Serve neat or on the rocks.,0,0,0,0,0,0,0,
The Seniorita,Rocks Glass,,"1.5 oz the genuine curacao liqueur orange, .5 oz lime juice, 1.5 oz thai coconut milk, 2 dash angostura bitters, 1 float gosslings 151 rum",Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.,0,1,0,1,0,0,1,
The Silver Cocktail,Cocktail Glass,,"1.5 oz junipero gin, 1.5 oz dry vermouth, .25 oz luxardo maraschino liqueur, 2 dash orange bitters",Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,0,1,0,0,0,0,1,
The Sixth Sense,,,"1 oz junipero gin, 1 oz luxardo amaro abano, 1.5 oz cream of coconut, .5 oz fresh pineapple juice, .5 oz fresh lime juice, 3 dashes angostura bitters",Mix all ingredients in a blender until smooth and icy. Pout into a glass and top with 3 dashes of angostura bitters.,0,1,0,1,0,0,1,
The Southside,,,"2 oz no.3 london dry gin, 1 oz fresh lemon juice, 1 oz simple syrup, 5 leaves mint leaves","In a shaker, muddle the mint and simple syrup. Add the lemon juice and gin, and fill with ice. Shake, and double-strain into a cocktail glass. Garnish with a mint sprig.

",0,1,0,0,0,1,0,
The Sparkler,Champagne Flute,,".75 oz luxardo bitter bianco, .75 oz dolin blanc, 2.5 oz prosecco",Combine Luxardo Bitters and Dolin Blanc. Stir in mixing glass until chilled. Strain into flute. Top with prosecco. Zest with grapefruit. Garnish with long grapefruit zest.,1,0,0,0,0,0,1,
The Stand By,Old Fashioned Glass,,"2 oz junipero gin, .5 oz luxardo bitter, 1 bsp kalani coconut liqueur, 1 dash angostura bitters, 1 dash peychaud's bitters",Combine all the ingredients in an old-fashioned glass. Stir on the rocks. Garnish with lemon peel.,0,0,0,1,0,0,1,
The Sun Also Rises,Coupe,,"2 oz banks 5 island rum, .75 oz fresh lime juice, .5 oz fresh grapefruit juice, .5 oz luxardo maraschino liqueur, 1 tsp vieux pontarlier absinthe francaise superieure","Add all the ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass filled with crushed ice.",0,1,0,1,0,0,0,
The Tahoe Toddy,Coffee Mug,,"2 oz hot water, 2 oz glenrothes, 1 oz king's ginger liqueur, 1 dash honey","Boil water in a tea kettle. 

Squeeze lemon slice into the mug. Insert whole cloves into the lemon slice and drop it into the mug.",0,0,0,0,0,1,0,
